,CAS ID,SMILES,InChIKey
0,31297-79-7,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]3(C)CCC5C(C)(C)[C@H](O)[C@@H](O)C[C@]45CO)[C@H]2C1)C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O,IGWNEOKIHCAVIU-FZFZDMCWSA-N
0,2243-33-6,CC(C)[C@@H]1CC=C(C)C=C1,OGLDWXZKYODSOB-JTQLQIEISA-N
0,83-45-4,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,LGJMUZUPVCAVPU-HRJGVYIJSA-N
0,141-78-6,CCOC(C)=O,XEKOWRVHYACXOJ-UHFFFAOYSA-N
0,607-80-7,C1Oc2ccc(cc2O1)[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4c5ccc6OCOc6c5,PEYUIKBAABKQKQ-AFHBHXEDSA-N
0,118-34-3,COc1cc(/C=C/CO)cc(OC)c1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,QJVXKWHHAMZTBY-GCPOEHJPSA-N
0,32383-76-9,COc1ccc2[C@@H]3COc4cc(O)ccc4[C@@H]3Oc2c1,NSRJSISNDPOJOP-BBRMVZONSA-N
0,984-84-9,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,GWOSBUGZGFVDDS-LKGWFGLDSA-N
0,638-95-9,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C,FSLPMRQHCOLESF-SFMCKYFRSA-N
0,5937-11-1,CC(C)[C@@H]1CC[C@](C)(O)[C@@H]2CCC(=C[C@@H]12)C,LHYHMMRYTDARSZ-XQLPTFJDSA-N
0,76-49-3,CC(=O)OC1CC2CCC1(C)C2(C)C,KGEKLUUHTZCSIP-UHFFFAOYSA-N
0,2957-21-3,COc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)cc3,DJOJDHGQRNZXQQ-AWEZNQCLSA-N
0,2141-09-5,COc1ccc2C[C@H]3c4c(CC[N+]3(C)C)cc(OC)c(O)c4c2c1O,YLRXAIKMLINXQY-ZDUSSCGKSA-O
0,69749-00-4,OC[C@@]12[C@H]3CC(=C)[C@]4(C[C@H](OC4=O)c5cocc5)[C@H]1CCC=C2C(=O)O3,GQRWYOWPTLFVDK-AFJOWOCMSA-N
0,3019-51-0,COc1cc2c(CC3N(C)CCc4cc(OC)c(O)c2c34)cc1O,LINHZVMHXABQLB-UHFFFAOYSA-N
0,50657-29-9,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,IPJFUYXEIWFMMG-ZFZFIKJNSA-N
0,99-50-3,OC(=O)c1ccc(O)c(O)c1,YQUVCSBJEUQKSH-UHFFFAOYSA-N
0,3423-27-6,CN1C2CCC1CC(C2)OC(C)=O,MDIDMOWWLBGYPG-UHFFFAOYSA-N
0,306-23-0,OC(Cc1ccc(O)cc1)C(O)=O,JVGVDSSUAVXRDY-UHFFFAOYSA-N
0,59086-92-9,CCCCCCCCCC(=O)O[C@@]12[C@H](OC(=O)C(/C)=C/C)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@@]4(O)[C@H]3C=C(C)C4=O)[C@@H]1C2(C)C,QWYNFKKVBDGBLL-KFWZAFQTSA-N
0,26000-17-9,CCN1C[C@]2(CO)CC[C@H](OC)[C@@]34[C@@H]5C[C@@H]6[C@H](C[C@@](O)([C@H]5[C@H]6OC)[C@@](O)([C@@H](OC)[C@H]23)C14)OC,YOTUXHIWBVZAJQ-YAEAOFIFSA-N
0,20491-92-3,COc1cc(OC)c(O)c(OC)c1,HSJYYLNJWGKZMD-UHFFFAOYSA-N
