,CAS ID,InChIKey,SMILES
0,329229-05-2,IOLBEAHZOMGAMR-PLAKOYNZNA-N,COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1[C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O
0,130320-51-3,OEJGVNMSFPGDPP-AROPTBHTNA-N,C[C@@H]1CC[C@H]2[C@H](C)C3=C(CN2C1)[C@@H]1C[C@H]2[C@@H](C[C@@H](O)[C@H]4C[C@H](O)CC[C@@]42C)[C@@H]1CC3
0,741260-11-7,XDVDHFJMCJWDPI-YDHLFZDLSA-N,CC1=CCC2(CC1)C(C)CCC2C(C)(C)O
0,468-68-8,HMWSKUKBAWWOJL-ZECJTJDJNA-N,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO
0,33103-22-9,HPWIIERXAFODPP-NTUHNPAUNA-N,NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CCN=C(N)N2)NC(=O)/C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O
0,89824-26-0,XVVBVBKVMMNZHB-SRXKAHCNSA-N,CC1=C[C@H](C/C(C)=C/COc2c3occc3cc3ccc(=O)oc23)OC1=O
0,525589-82-6,OGXADNXQFFRXMG-RKCLSPMNNA-N,CO[C@H](c1ccccc1)[C@@H](O)[C@H]1CC=CC(=O)O1
0,3901-07-3,VEZIKIAGFYZTCI-VMPITWQZSA-N,COC(=O)/C=C/c1ccc(OC)cc1
0,73036-26-7,ORXFTJRKLPXNMD-IAIIVISVNA-N,CC(=O)OC[C@@]12[C@H](CCC[C@]13CO3)[C@@]1(C[C@@H](c3ccco3)OC1=O)[C@H](C)C[C@H]2OC(C)=O
0,125107-92-8,GERSXJCNRVUQDS-XVXZURBGNA-O,OCC1O[C@@H](Oc2cc(O)c3cc(O)c(-c4ccc(O)cc4)[o+]c3c2)C(O)[C@@H](O)[C@@H]1O
0,1033090-45-7,JYIHRWVZYRQUSA-KOUGZXHTNA-N,COC(=O)CC[C@]1(C)C(c2cc3c(o2)[C@H](C)[C@@H](CC(=O)OC)C(C)(C)[C@H]3OC(C)=O)=CC(=O)O[C@H]1c1ccoc1
0,356055-66-8,KPEKAHVOTOEHJF-UHFFFAOYSA-N,COc1cc2oc3cc4c(c(O)c3c(=O)c2c2c1OC(C)(C)CC2)C=CC(C)(C)O4
0,93236-67-0,XLFDJKJEYMKLJX-YFHOEESVSA-N,CCC/C=C1OC(=O)c2c(O)cccc21
0,1702363-36-7,ZJIIWZQVCDAKFO-VWFCHRHHSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C3O)CC12C
0,871018-31-4,WKKBYJLXSKPKSC-NRDMFWKRNA-N,C[C@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O
0,3614-08-2,ZKZBPNGNEQAJSX-UHFFFAOYNA-N,NC(C[SeH])C(=O)O
0,85687-89-4,DYRNKQIDEAXXHP-WULHUFHGNA-N,COc1c(C)c(O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O)cc2c1C(=O)CC(c1ccc(O)c(O)c1)O2
0,120406-35-1,PMQVHVYIDZRZIK-JEZOHMKWNA-N,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O
0,1592431-83-8,TZCPCAYTRLFHQW-QWDGYMHMSA-N,Oc1cc(O)c2c(c1)O[C@]1(c3cc(O)c(O)c(O)c3)Oc3cc(O)c4c(c3[C@H]2C1O)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)[C@@H]4c1c(O)cc(O)c2c1O[C@]1(c3cc(O)c(O)c(O)c3)Oc3cc(O)c4c(c3[C@H]2C1O)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C4
0,82018-81-5,MCEDXDRMVVMREW-WFCLBVMNNA-N,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)C(=O)C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)=C[C@@H](C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)C=C(C)C)[C@@H]24
0,96627-14-4,ZHDDWGCKBPKENN-UZTFCKLYNA-N,C=C1C(=O)O[C@@H]2C3=C(C)[C@H](O)C[C@H]3[C@](C)(O)CC[C@@H]12
0,280565-95-9,AOXIXAULBXBHFC-UHFFFAOYNA-N,CCOC(CCc1ccccc1)c1c(OC)cc(OC)cc1OC
0,86279-08-5,BJOPHLFZGFZTLP-XPIYMGPJNA-O,OCC1O[C@@H](Oc2cc3c(O)cc(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)cc3[o+]c2-c2ccc(O)cc2)C(O[C@@H]2OC(CO)[C@@H](O)C(O)[C@H]2O)C(O)[C@@H]1O
0,426821-47-8,USXIYWCPCGVOKF-HIOAIXELNA-N,CC(=O)O[C@@H]1c2nc(cs2)C(=O)O[C@@H](CCCC(C)(Cl)Cl)[C@H](C)C(=O)O[C@@H](C(C)(C)O)c2nc(cs2)C(=O)OC1(C)C
0,330660-77-0,JHDIVXSJNYQNAD-IMQIORHMNA-N,C=C[C@@]1(C)C[C@H]2CC[C@](C)(C(C)=O)[C@H]3CC(=O)O[C@@H](C1)[C@]23C
0,591-78-6,QQZOPKMRPOGIEB-UHFFFAOYSA-N,CCCCC(C)=O
0,531512-26-2,AKJHSPSPAOUDFT-UHFFFAOYSA-N,O=c1oc2cc(O)ccc2c2c(O)cc(O)cc12
0,15527-80-7,LVOPRJWLXUCHRL-UHFFFAOYSA-N,CC1C2COC(O)C3C2CC2c4[nH]c5ccccc5c4CC3N21
0,303115-46-0,FSQFBVMRHUNWAT-ASSHYCDZSA-N,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C1=C2OC(C)(C)C=C1
0,34415-56-0,BWBRKWAEVBWZTL-UODGHEOONA-N,C[C@@H]1C[C@H]2CC(=O)[C@]34C[C@@H](O)CN5CC3C[C@H]2[C@@]54C1
0,463-34-3,OUUDSRYJNWAHPD-FIXGFOPZSA-N,C/C=C/C#CC#C/C=C/C=C/CC
0,180314-55-0,WLRPCCKPZVGSQJ-YDWXAUTNNA-N,O=C(/C=C/C1=CC2C(c3ccc(O)c(O)c3)C(C(=O)O)C1C(=O)C21OC2C3C=C(/C=C/C(=O)OC(Cc4ccc(O)c(O)c4)C(=O)O)C(C(C(=O)O)C3c3ccc(O)c(O)c3)C2(O)O1)OC(Cc1ccc(O)c(O)c1)C(=O)O
0,131580-23-9,QIMAAFXJNKMZMG-PGIFLFFBSA-N,O=C(O[C@@H]1O[C@H](CO)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
0,292-45-5,LCABDMYFXTZXMI-UHFFFAOYSA-N,C1SCSSCS1
0,855779-32-7,GJVYYBVWPSQRTC-PFZFXMTPNA-N,C[C@H](CCC1(O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
0,85526-79-0,UINQEKTYJJUDKB-DSYSRCFZNA-N,CC1(C)[C@@H]2C[C@H]1[C@H](O)C=C2CO
0,118609-03-3,QIBOPMXUEOAUEK-NWDGLCLDSA-N,O=C(OCCCCCCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O)c1ccccc1
0,256648-85-8,JAFIYHIDNOYHEK-DOQJFJIFSA-N,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@H](C(=O)OC[C@@]1(O)C[C@@]24CC[C@@H]5C(C)(C)CCC[C@@]5(C)[C@@H]2CC[C@@H]1C4)C3
0,281655-20-7,YZNCRQUUJRSIQX-CADHBVNZNA-N,C=C1CC/C=C(COC(C)=O)CC[C@@H](C(C)C)[C@@H](O)[C@@H]1O
0,1075135-09-9,ACCLBNYEFRAUCK-BIDMWUBCSA-N,C=C[C@](C)(O)CC/C=C(CO)CC/C=C(/CCC=C(C)C)C(=O)O
0,152922-63-9,ODDNJYHUVXKJBI-SQLGEJSKSA-N,CC(C)(O)[C@@H]1CC[C@]2(C)[C@@H](O)CC[C@](C)(O)[C@H]2C1
0,340963-82-8,YVBSPMSUQXSTRZ-UHFFFAOYSA-N,COc1cccc(-c2oc3c(ccc4occc43)c(=O)c2OC)c1
0,1206782-88-8,RUCZLGHAFWWKOE-BJMVGYQFSA-N,C/C=C/C1=CC2=CC(CC(=O)CCCCCCC)C(C)(O)C(=O)C2=CO1
0,740815-35-4,KYEACEVABZECSO-NHCQDHFHNA-N,CCN1C[C@]2(COC(=O)c3ccccc3NC(=O)C[C@@H](C)C(N)=O)CC[C@H](OC)C34C1C(O)([C@@H](OC)[C@@H]32)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@H]2OC(=O)C(C)C
0,155380-00-0,PYUGATAPBPHGFK-JIHVSOTFNA-O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2OC(CO)[C@H](O)[C@H](O)C2O[C@@H]2OC[C@@H](O)[C@H](O)C2O)ccc1O
0,125290-01-9,XQUFOUZQKNYMIU-CBIAEHBANA-N,C=C1C(=O)O[C@H]2/C=C(C)CC[C@H](O)/C(C)=C/C[C@@H]12
0,228263-43-2,AOZWTIBLVKGJGN-QCYNCSELNA-N,CC(=O)OC[C@]12CC[C@@H](C)[C@@]13CCC[C@@]3(C)C=C2C
0,18450-93-6,HILUWRPVFKJTAD-MRVCVJMMNA-N,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CCC[C@](C(=O)O)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
0,72715-06-1,FHPXJWFFZWENFZ-MLPSCTRZNA-N,C=C(C=O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1
0,1033356-41-0,LHNFRFAOVVPESM-QORADQBASA-N,C[C@H](C#N)[C@H](C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
0,198645-07-7,BIBNUKILYWNEFA-IQHVXGSFNA-O,O=C(/C=C/c1ccc(O)c(O)c1)OCC1O[C@@H](Oc2cc(O)cc3[o+]c(-c4cc(O)c(O)c(O[C@@H]5OC(CO)[C@@H](O)[C@H](O)C5O)c4)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)cc23)C(O)[C@@H](O)[C@@H]1O
0,1005517-26-9,UKCODVXNYJFPIN-XXUWYSERNA-N,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(C)CCC=C(C)C)c3O)O2)cc(O)c1O
0,193206-28-9,CZQNMTFMTUDATG-YHCSLFOISA-N,C=C(C)[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@@]5(C)[C@H](O)CC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
0,28500-01-8,XZUBZVMZVWFBNE-CRJFCAEUNA-O,Oc1cc(O)c2cc(O[C@@H]3OC[C@H](O)C(O)C3O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1
0,106-60-5,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,NCC(=O)CCC(=O)O
0,21615-76-9,JTAFQMVMOSJGMB-OUHSEZBCNA-N,C=C1CCC[C@]2(C)CC[C@@H](C(C)(C)O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)C[C@@H]12
0,172760-03-1,RJDQFIWHPZAOSS-AEXUKQJXSA-N,C[C@@]12C[C@@]3(O)O[C@@H](O1)C1[C@H]3[C@@H](COC(=O)c3ccccc3)[C@@]12O[C@@H]1O[C@H](COC(=O)c2ccc(O)cc2)[C@@H](O)[C@H](O)[C@H]1O
