,CAS ID,SMILES,InChIKey
0,752-61-4,CO[C@@H]1[C@@H](O)[C@@H](O[C@H](C)[C@@H]1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]6(C)[C@H]([C@@H](O)C[C@]56O)C7=CC(=O)OC7)C3,CKNOLMVLQUPVMU-YMMLYESFSA-N
0,131189-57-6,COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C=C)[C@H]1CCOC(=O)c3cc(O)c(O)c(O)c3,SMTKSCGLXONVGL-ZEIULZLQSA-N
0,464-45-9,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,DTGKSKDOIYIVQL-NQMVMOMDSA-N
