,CAS ID,SMILES,InChIKey
0,156223-06-2,CCCCC/C=C/C=C/C(O)CCCCCCCC(=O)NC(CCC(N)=O)C(=O)NC1C(C)OC(=O)CNC(=O)C(CO)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CCNC1=O,AYUIKFCHOSVYEV-DGRUYDBLSA-N
0,19147-78-5,CC12[C@H]3O[C@H]3C[C@@]4(OC1=O)[C@@H]5CC[C@]6(O)C[C@]5(CC6=C)[C@H]([C@H]24)C(O)=O,XNBWKKYPKJHUKD-JXHFLFEZSA-N
0,93973-22-9,COc1c(O)ccc2c1oc3c(OC)c(OC)c(O)cc23,SHQNKPHNRFEQQD-UHFFFAOYSA-N
0,144-68-3,CC(=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C,JKQXZKUSFCKOGQ-QAYBQHTQSA-N
0,2047-63-4,OC1C[C@@]23CC[C@@]45[C@@H](CCN(CC=C2)[C@@H]34)c6cc7OCOc7cc6N15,YHPBTHVWQBZTAG-BOZNIACGSA-N
0,142-82-5,CCCCCCC,IMNFDUFMRHMDMM-UHFFFAOYSA-N
0,513-85-9,C[C@@H](O)[C@H](C)O,OWBTYPJTUOEWEK-ZXZARUISSA-N
0,622-45-7,CC(=O)OC1CCCCC1,YYLLIJHXUHJATK-UHFFFAOYSA-N
0,7540-53-6,CCCCC(=O)OCCC(C)CCC=C(C)C,PFOJEJPZUVQHEH-UHFFFAOYSA-N
0,867-54-9,CC(=O)C(Br)Br,ZABBFAHZPHMIJC-UHFFFAOYSA-N
0,13679-70-4,Cc1sc(C=O)cc1,VAUMDUIUEPIGHM-UHFFFAOYSA-N
0,2400-66-0,CCCCCCCCCCCCCCCCCCCC=O,FWBUWJHWAKTPHI-UHFFFAOYSA-N
0,39776-12-0,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)C5CC[C@@]34C)[C@@H]2C1)C(O)=O,CCDRPBGPIXPGRW-RNYXGUFRSA-N
0,645-59-0,N#CCCc1ccccc1,ACRWYXSKEHUQDB-UHFFFAOYSA-N
0,24959-84-0,C[C@@]1(O)CC[C@@H]2[C@H](OC(=O)C2=C)[C@H]3[C@]4(C)O[C@@H]4[C@@H]5O[C@]135,KXLUWEYBZBGJRZ-POEOZHCLSA-N
0,11024-56-9,CC(C)(O)[C@@H]1CC[C@]2(C)[C@H](CC[C@@]3(C)[C@H]2CC[C@H]4Cc5c([nH]c6ccccc56)[C@]34C)O1,WLAIEIMDXUAGPY-HSECPPETSA-N
0,480-40-0,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,RTIXKCRFFJGDFG-UHFFFAOYSA-N
0,74161-27-6,COC1=CC(=O)c2cc(C)oc2C1=O,DNQLVCZXYPFUHF-UHFFFAOYSA-N
0,29730-67-4,CCCCCCCCCCCCCCCCCCCCC=C,SPURMHFLEKVAAS-UHFFFAOYSA-N
0,24181-77-9,COc1cc2CCN(C)[C@]3(Cc4ccc5OCOc5c4[C@@H]3O)c2cc1OC,QDNMFIYGVRUVCE-LEWJYISDSA-N
0,253-82-7,c1ccc2ncncc2c1,JWVCLYRUEFBMGU-UHFFFAOYSA-N
0,27740-14-3,C[C@@]12CC[C@@H]3[C@H](OC(=O)C3=C)[C@H]1C(=C)[C@H](O)C[C@@H]2O,CXFAEUSGWYVIJU-VPLWTHEFSA-N
0,360-68-9,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,QYIXCDOBOSTCEI-NWKZBHTNSA-N
0,522-97-4,COc1ccc2CC3N(CCc4cc5OCOc5cc34)Cc2c1OC,VZTUIEROBZXUFA-UHFFFAOYSA-N
0,20189-42-8,CCC1=C(C)C(=O)NC1=O,CUBICSJJYOPOIA-UHFFFAOYSA-N
0,18409-18-2,CCCCCCC\C=C\CO,QOPYYRPCXHTOQZ-CMDGGOBGSA-N
