,CAS ID,InChIKey,SMILES
0,136234-89-4,AUWIBYQJUPOTCJ-UHFFFAOYNA-N,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(OC8OCC(O)C(O)C8O)C7O)C(C)(C)C6CCC5(C)C3(C)CC4)OCC(O)C2O)C(O)C(OC2OCC(O)C(O)C2O)C1OC1OCC(O)C(OC2OCC(O)C(O)C2O)C1O
0,34293-17-9,KZDNDRBHZYIMSA-UHFFFAOYNA-N,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(C5CC(=O)c6c(O)cc(O)cc6O5)ccc4O)c3o2)cc1
0,1030593-70-4,YLLSLJJPDKOBCA-LADRKUFFNA-N,CC1(C)O[C@@H]2C[C@H]1CC[C@@H]2[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)C(=O)C[C@@]45C[C@@]35CC[C@]12C
0,145779-42-6,TVDKTNHSAAVHMX-XQKUNLABSA-N,COc1cc2ccc(=O)oc2cc1OC/C=C(C)CC/C=C(/C)CO
0,136083-89-1,OXKWFUOLSXUVHF-UHFFFAOYNA-N,COc1cc2oc(=O)ccc2cc1C(O)C(OC(C)=O)=C(C)C
0,291774-90-8,ORSYGIAIOCQPJE-FLQYXHNCNA-N,CCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCCCCC[C@@H](O)CCC3=C[C@H](C)OC3=O)O2)O1
0,350986-77-5,GGWKVMGHNXNHGX-LMTZZEMXNA-N,CC1(C)CCC[C@]2(C)[C@H]3[C@H](O)OC(=O)[C@@]3(O)CC[C@@H]12
0,1005390-45-3,MQFUFTKXYPLXSO-LBJIDKHYNA-N,CO[C@@]1(C)CO[C@@]2(C1)OC(=O)[C@H]([C@@H]1CC[C@]34C[C@]13CC[C@@H]1[C@@]3(C)CC=C5C[C@@H](c6ccc7c(c6)OCO7)OC[C@]5(C)[C@@H]3C[C@@H](O)[C@]14C)[C@H]2O
0,137319-39-2,IRMTUHFNJGIEEV-UEDAADEJNA-N,Oc1ccc([C@H]2O[C@H](c3ccc(O)cc3)[C@@H](c3cc(O)cc(O)c3)[C@@H]2c2cc(O)cc(O)c2)cc1
0,143114-82-3,AZQSCCFUFHJMQW-UHFFFAOYSA-N,COc1c(C)c(OCC=C(C)C)cc2c1COCCNC2=O
0,99119-71-8,XEDWPQREESERDN-UGPWUYPHNA-N,C=C(C)[C@H](CCC(C)(C)O)Cc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3O)oc12
0,27498-90-4,HTLBMAZNGBFLEY-VMRVJXKANA-N,C[C@@H]1C(=O)O[C@@H]2CCCN3[C@@H](CC[C@H]3[C@@H]3C[C@H](C)C(=O)O3)[C@@H]12
0,86667-23-4,JURSEYXUEPDEHA-XQTRTHPRNA-N,CN1CC[C@@H]2C=C[C@@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5
0,1183-12-6,COQAPWLZSHQTKA-RVGSXHQKNA-N,CC(C)=CCc1c2c(c(O)c3c1O[C@]14C(=C[C@@H]5CC1C(C)(C)OC4(C/C=C(/C)C=O)C5=O)C3=O)C=CC(C)(C)O2
0,524-89-0,VPNYHHBCMOYPCJ-UHFFFAOYSA-N,COc1c2cc3c(cc2nc2occc12)OCO3
0,475598-90-4,RMOBDYRGSZYYQB-UISXWVDKNA-N,C=C(C)[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
0,124878-04-2,WEVOOBRFSCEKNH-CESNYVJGNA-N,C=C1C(=O)O[C@H]2/C=C(/C)[C@@H](Cl)C[C@H]3OC3(C)C[C@@H](OC(=O)C(C)(O)C(C)O)[C@@H]12
0,50657-20-0,TUSSVJOOGSTKCR-BAPVRPCHNA-N,C=C(C)[C@H]1C/C=C(C)CC/C=C(C)[C@@H](O)C1
0,130932-26-2,NFEVFCAOVZCHBN-LLVKDONJSA-N,CC1CCCCCCCc2cc(O)cc(O)c2C(=O)O1
0,124989-76-0,LEJFNTAYIXQPJP-IUOGBLFXNA-N,CO[C@@H]1C[C@H]2[C@H](O)[C@H](Cl)[C@@]3(O)CO[C@@H](O1)[C@@H]23
0,903574-30-1,PQQRNPDHSJDAGV-ZFHCLVBGSA-N,COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc(OC)c1O
0,1891-01-6,SSRCYGATNWFTBJ-UHFFFAOYSA-N,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(OC)c1
0,656832-73-4,SUXAIEIHGDSOAY-UHFFFAOYNA-N,CC(C)=CC1Oc2cc(O)c(O)cc2-c2oc3c4c(cc(O)c3c(=O)c21)OC(C)(C)C=C4
0,75679-61-7,OOZKPSALBMDMMI-UHFFFAOYNA-N,COc1c(C)c(O)c2c(c1C)OC(c1cc3c(cc1O)OCO3)CC2
0,79659-67-9,XMPQOOTZKXFCNH-XREJJYRVNA-N,C/C=C1/CN2[C@@H]3C[C@@]45c6cc(OC)c(OC)cc6N(C)[C@]4(O3)[C@@H]2C[C@@H]1C5(COC(=O)c1cc(OC)c(OC)c(OC)c1)C(=O)OC
0,148031-68-9,YNTOLJZMFPWELF-JBWFIOPANA-N,COc1cc(O)c2c(=O)c(O[C@@H]3OC(CO)[C@@H](O)C(O)C3O[C@@H]3OCC(O)(CO)[C@@H]3O)c(-c3ccc(O)cc3)oc2c1
0,75247-16-4,RRILSSWTIAVLMG-KNSNBXDONA-N,C=C1C(=O)O[C@@H]2/C=C(C)C(=O)[C@@H]3O[C@H]3[C@](C)(O)C[C@@H](OC(=O)C(C)C)[C@@H]12
0,642-39-7,CCOJFDRSZSSKOG-UHFFFAOYNA-N,COc1ccc(C(C)C(=O)c2ccc(O)cc2O)cc1
0,76265-24-2,ZCZQFWPILSDOII-JLBVWOJINA-N,C=CCCCC/C(=N/OS(=O)(=O)O)S[C@H]1OC(CO)[C@H](O)C(O)[C@H]1O
0,81263-00-5,OKSQNWDMNROCEX-MVOZUKBINA-N,C=C1C(=O)O[C@H]2[C@H](O)[C@@H](C)[C@@H]3[C@@H](OC(=O)CC(C)C)C[C@@H](O)[C@@]3(C)[C@H](O)[C@H]12
0,7268-80-6,XIWVOEKXTGIQKY-AQNWWVAKSA-N,O=C[C@H](O)[C@@H](O)[C@@H](O)CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
0,87454-41-9,WWLPZRSACWPVRA-DYXNTJAWNA-N,CC1O[C@@H](OC2[C@@H](O)[C@H](O)C(CO)O[C@H]2c2c(O)cc(O)c3c(=O)cc(-c4ccc(O[C@@H]5OC(CO)[C@@H](O)C(O)C5O)c(O)c4)oc23)C(O)[C@@H](O)[C@H]1O
0,131984-95-7,CCGJHLPCBIODCA-OSLIHGISNA-N,C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@]12O
0,908569-90-4,FUAOHBPCPSCSDN-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(Oc3cc(O)c4c(=O)c(-c5ccc(O)cc5)coc4c3)c2)oc2cc(O)cc(O)c12
0,909803-22-1,WICSILRDRNTASO-DRAVDMFPNA-N,CCC(C)C(=O)O[C@H]1[C@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)O[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
0,1173892-07-3,QEKCNVYECXGGRN-RMZURJADNA-N,C/C=C(C)C(=O)O[C@H]1[C@]2(C)C[C@@]34O[C@]5(C)O[C@]6([C@H](CC(=O)OC)[C@](C)([C@@H](OC(C)=O)c7ccoc7)CC[C@]6(O5)[C@@]35COC(=O)C[C@@H]25)[C@H](OC(=O)CC)[C@@]14OC(C)=O
0,164178-28-3,OOTPRIVIWDPPAS-HMYVFJSJNA-N,C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
0,169238-57-7,QHWMCKMEWPWDIY-AJUUWRBWNA-N,C=C1[C@H]2CC[C@@H](C)[C@]1(C)CC[C@]2(C)C(=O)CO
0,381723-48-4,NDJIQTYBQIKAGG-UHFFFAOYSA-N,O=c1c2cc(O)ccc2nc2n1CCc1c-2[nH]c2ccccc12
0,2222108-45-2,NQLKZYBDJHUVJQ-KJXAQABYSA-N,CC(=O)OC[C@@]12[C@@H](OC(=O)c3ccoc3)CC[C@@H](C)[C@]13OC(C)(C)[C@H]([C@@H](OC(C)=O)[C@H]2OC(=O)c1cccnc1)[C@H]3OC(C)=O
0,31236-71-2,OKXIIWYHEHONRQ-UHFFFAOYSA-N,COc1ccc(CC[N+](=O)[O-])cc1
0,4429-63-4,FNGGIPWAZSFKCN-SYDPFBBJNA-N,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1ccccc14)[C@@H]32
0,38044-09-6,CNSCLIJSQQBULZ-VSYHLDJENA-N,CC=C(C)C(=O)O[C@@]12C(=O)[C@]3(C(=O)C(O)=C1C)[C@H](C)CC[C@@H]3C2(C)C
0,52717-04-1,WGBFUAXUABTOMO-UHFFFAOYSA-N,CC(=O)OCC=C(C)CCC=C(C)CC(=O)C=C(C)C
0,13137-14-9,KAWBLROQFPLJEU-UHFFFAOYSA-N,CC(=O)OCCc1c[nH]c2ccccc12
0,171485-61-3,OWDQPILTDJLGCN-XHHQJTNLNA-N,COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c42)[C@H]3CC1=O
0,122537-59-1,FEAJKDLCGUYWFP-PZSCZKIONA-N,CC(=O)OC1CC[C@]2(C)[C@H](CC[C@@]34O[C@@H]3C3=C(C)C(=O)O[C@@H]3C[C@@H]24)C1(C)C
0,148332-54-1,KBUDSKUKPVHZKZ-UHFFFAOYSA-N,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C(=O)O)CC(O)C7(C)CCC56C)C4(C)C)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O
0,80923-88-2,ZJSIKVDEOWWVEH-UHFFFAOYSA-N,C=C1CCCC(C)(C)C2C=C(C)CCC12
0,158528-01-9,YBWDZBFATGBRLG-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)C1=CNC=C(C(=O)CCCCCCCCC)C1CCCCCCCCC
0,114574-67-3,FSMUFRLDCALYEU-PHTFNBIINA-N,COc1cc2c(cc1OC)[C@H]1Cc3cc4c(cc3[C@@H](C2)[N+]1(C)[O-])OCO4
0,113282-37-4,MOKWKLMCALCWRH-UHFFFAOYSA-N,NC(=O)N(c1ccccc1)c1ccnc(Cl)c1
0,922522-15-4,VQBLZPKBXFEWGF-FCEQYDTKSA-N,CC(=O)O[C@H]1CC[C@]2(C)O[C@@H](O)[C@@]1(C)[C@H]2CC[C@]12[C@@H]3CCC[C@@]34CC[C@@H]3[C@H]4N[C@H]1[C@@H](C(C)C)CC[C@@]32C
0,601490-41-9,NFNYYDIZCJKCQK-GWEIYDPINA-N,CC(=O)[C@]1(O)C(C)=C(C)C(=O)[C@@]12CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
0,1867-82-9,QWRNQLIWXKNUNM-UHFFFAOYSA-N,CCCC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c(C(=O)CCC)c(O)c(C)c2OC)c1O
0,81426-09-7,KLDARLGFVGIIIL-BWIUZHEWNA-N,O=C1CC(c2ccc(O)cc2)Oc2c1c(O)c([C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O)c(O)c2[C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O
0,85643-76-1,WDYBZQLVYRBSPT-UHFFFAOYNA-N,CC1=CC(=O)C2(C)C1CC(=O)C1(C)C3C(=O)OC(C3C)C(O)C21
0,479067-61-3,HBFMHROJNZWLBE-ILGNJOIENA-N,C=C1CC[C@@H]2O[C@@]2(C)CC[C@@H]2/C(=CCC3OC3(C)C)COC(=O)[C@@H]12
0,625437-88-9,PLWWPOKSAPXDEJ-UHFFFAOYNA-N,CCC(O)c1cc(=O)oc2c(C(=O)C(C)C)c(O)c(CC=C(C)C)c(O)c12
0,72253-64-6,XGCJEISMCSPXTA-SYLMQLBKNA-N,CC1=CCC(/C(C)=C/C/C=C(C)CCCC(C)C(=O)O)CC1
0,35590-41-1,HSJZJYCOXHKDBJ-UHFFFAOYSA-N,COc1cc(OCC=C(C)C)c2ccc(=O)oc2c1
0,126621-29-2,CHKPFVHCBRAVJP-RTHLCPQDNA-N,C=C1C(=O)O[C@@H]2/C=C(C)CC/C=C(C)[C@@H](O)C[C@@H]12
0,4253-89-8,LZAZXBXPKRULLB-UHFFFAOYSA-N,CC(C)SSC(C)C
0,111545-46-1,ZMXFZZOCUKHAFO-NSNVNBDZNA-N,C=C1C(=O)O[C@@H]2[C@H](O)[C@H](C)CCC[C@@]3(C)O[C@@H]3[C@H](OC(=O)/C(C)=CC)[C@@H]12
0,280575-66-8,UYSHRHKOHCLBCE-LBPNIXOKNA-N,CC(C)=CCC/C(C)=C/C=C/C(C)=C/[C@H]1C[C@@]2(C(O)O1)[C@H](CCCO)/C(=C(C)C=O)CC[C@]2(C)O
0,152340-41-5,RFVHRHAPZUIQFM-UHFFFAOYSA-N,CCCCCCCCCCCCCCC1OC1CCC1OC1CCCCCCCCCCC1=CC(C)OC1=O
0,443999-13-1,SJNFRYWQDFKLRC-XDIXUMGXNA-N,COC(=O)C1=C[C@@]2(C)CC[C@@H]3[C@@H](C)CC(=O)[C@@]32[C@@H]1C
0,115610-57-6,GOAAFLGCSWDGQK-UHFFFAOYNA-N,COc1c(O)cc2c(c1CCC(C)(C)O)OC1c3ccc(O)cc3OCC21O
0,82644-81-3,FPIKZASYTJSPJN-UHFFFAOYSA-N,COc1c(O)cc2c3c(cc4ccccc4c13)NC(=O)C2=O
0,213483-22-8,QTKUKPZFMJWCPE-IOWJAAHSNA-N,C[C@@H]1C[C@H](O)[C@@]23CO[C@]2(CO)CCC[C@@H]3[C@@]1(C)C[C@H](O)c1ccoc1
0,97465-69-5,LHFKHAVGGJJQFF-UMYNZBAMSA-N,C/C=C/C=C/C=C/CC/C=C/C(=O)NCC(C)(C)O
0,126394-63-6,KSKDEVFGRYPGMM-PYUATYLFNA-N,CC(C)[C@@H]1CC=C2[C@H](O)CC[C@H](C)[C@@]2(C)[C@@H]1OC(=O)/C=C/c1ccccc1
0,199784-50-4,YAYKUKWEFJDSJG-CZWXQSLTNA-N,C[C@H]1CC(=O)N2C[C@]34C[C@]5(CC(=O)N(C)C5=O)C(C)(C)[C@@H]3CC12C(=O)N4C
0,"lass=""d1"">99436-59-6",,
0,6061-97-8,ODBLHEXUDAPZAU-ATZVLOMYNA-N,O=C(O)C[C@H](C(=O)O)[C@@H](O)C(=O)O
0,623903-31-1,MPOSPKCQQCHOJZ-JFPFBZCNNA-N,COC(=O)C[C@H]1OC(C)(C)[C@@H]2CC(=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@H](C5=CC(O)OC5=O)OC(=O)[C@H]5O[C@]543)[C@@]12C
0,40853-55-2,QLFSGYMLVZGFJT-UHFFFAOYSA-N,CC(=O)OCC(CCC(C)C)C(C)C
0,418811-40-2,QTQTWOLEYZGYSQ-KIUVPQBINA-N,COc1cc(/C=C/C(=O)OC[C@@]2(O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(=O)/C=C/c4ccc(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)c(OC)c4)[C@H](O[C@@H]4O[C@H](COC(=O)/C=C/c5ccc(O)cc5)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2OC(=O)c2ccccc2)ccc1O
0,55740-45-9,KJOKSAQCWDHTOL-ZKKLRDTRNA-N,COc1c2ccoc2nc2c(OC)c(O[C@@H]3OC(C)[C@H](O)[C@H](O)C3O)ccc12
0,155969-86-1,ZACKUCYGTZWFCP-YAEONOAKNA-N,CCCCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CCCC[C@H](O)CCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1
0,623571-84-6,ANJACDQGGDOPEE-DMWHPFDXNA-O,COc1cc(O)c2cc(O[C@@H]3OC(COC(=O)/C=C/c4ccc(O)cc4)[C@@H](O)[C@H](O)C3O)c(-c3cc(OC)c(O)c(OC)c3)[o+]c2c1
0,1918204-48-4,UYRSHPRUDIHQKU-UHFFFAOYSA-N,CC(C)=CCc1ccc2c(=O)c3c(O)cc4c(c3oc2c1O)OC(C)(C)C=C4
0,347894-57-9,LTOISTQOWWBVNP-AURMYFDFNA-N,CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)[C@H]7CC[C@]89C(=O)O[C@@](C)(CCC=C(C)C)[C@H]8[C@@H](OC(C)=O)C[C@@]9(C)C7=CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)O)[C@@H]4O)O[C@@H]3C)O[C@H](COS(=O)(=O)O)[C@H]2O)O[C@H](COS(=O)(=O)O)[C@H]1O
0,221467-31-8,GMWFLRBBLJCJDG-KTCSHVJFNA-N,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=CC)[C@]23[C@H](O)C[C@]4(C)[C@@](CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@]54C)(O[C@@H]2O)[C@@H]3CC1(C)C
0,60657-41-2,HGMVESCHSMFWDD-POENWHAFNA-N,CC(C)=CC(=O)O[C@@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@]56CC[C@](O)(OC5)C(C)(C)[C@@H]6CC[C@@]4(C)[C@]3(C)CC[C@@]12C(=O)O
0,1036931-41-5,BAJVQMTZYHWAMD-ASBWEDGNNA-N,CCCCC/C=C/C1=C(CO)[C@@H]2OC(C)(C)[C@@H](O)C[C@@]23O[C@H]3[C@@H]1O
0,113558-12-6,ZVEFBUCBFFPLIG-ODXWPQEFNA-N,CC(=O)O[C@H]1C(C)O[C@@H](Oc2c(-c3ccc(O)cc3)oc3c(CC=C(C)C)c(O)cc(O)c3c2=O)[C@@H](O)C1O
0,139955-65-0,XMVZPOKNSODJHY-UHFFFAOYNA-N,C=C(C)C1Cc2c(cc3oc(-c4ccc(O)c(OC)c4)c(OC)c(=O)c3c2O)O1
0,1064078-94-9,ZCPRKXVRISCLMR-DUMKDPCTNA-N,C[C@H]1[C@H](O)[C@H](O)[C@@H]2C(C(=O)O)=COC[C@]12O
0,763141-92-0,UQLFWFTXAWHFED-GECYYJFKNA-N,C=CCC(=C)/C=C/[C@@](C)(O)[C@H]1O[C@@H]2C[C@@H]3O[C@@H]4C[C@@H]5O[C@@H]6C[C@@H]7O[C@@H]8C[C@@H]9O[C@@H]%10C[C@@H]%11O[C@](C)(CCCOS(=O)(=O)O)C(OS(=O)(=O)O)C[C@H]%11O[C@H]%10C[C@H]9O[C@H]8CC[C@@]7(C)O[C@@]6(C)CC[C@H](C)[C@H]5O[C@H]4[C@@H](O[C@H]4O[C@@H](CO[C@H]5O[C@@H](CO)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@]3(C)O[C@H]2CC1=C
0,74513-92-1,IIXVPQNKGDRLOT-GJAQQLCQNA-N,C/C(=C/C(=O)O)CC[C@@H]1[C@@H](C=O)CC[C@@H]2C(C)(C)C(=O)CC[C@@]12C
0,416845-73-3,ZIDPPUOSVSTKAO-SOFGYWHQNA-N,COC(=O)/C(C)=C/C(O)c1cc2ccc(O)c(OC)c2oc1=O
0,1808014-11-0,DBECRELNMQGQOD-ZIJANGFLSA-N,C=CC1(C)CCC2C(=CCC3C(C)(COC4OC(CO)C(O)C4O)CCCC23C)C1
0,473925-49-4,NRAYVMDGNDSGJU-IHGLQALINA-N,CC[C@@H]1C2=C3N(CCCC2)[C@H]([C@@H]2C[C@H](C)C(=O)O2)C[C@]3(O)[C@H]2[C@@H]1OC(=O)[C@H]2C
0,112-72-1,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCO
0,58262-63-8,JQILJROVLDSOTD-XDDNSWSNNA-N,C/C=C1/CN2[C@H]3Cc4c(n(C)c5ccccc45)[C@]2(O)C[C@@H]1C3CO
0,38081-12-8,WXAJADWYCXGFFJ-ZHCOSBTHNA-N,C/C=C(/C)C(=O)O[C@H]1C[C@](C)(OC(C)=O)[C@H]2CC=C(C)[C@H]2[C@@H]2OC(=O)[C@@](C)(OC(C)=O)[C@@H]21
