,CAS ID,SMILES,InChIKey
0,36912-00-2,CC(C)C1OC(=O)C=C2C1=CC3OC(=O)C4(C)CCCC2(C)C34,DYJDPNXKUMPXEJ-UHFFFAOYSA-N
0,299-42-3,CN[C@@H](C)[C@H](O)c1ccccc1,KWGRBVOPPLSCSI-WPRPVWTQSA-N
0,90-18-6,Oc1ccc(cc1O)C2=C(O)C(=O)c3c(O)c(O)c(O)cc3O2,ZVOLCUVKHLEPEV-UHFFFAOYSA-N
0,106-32-1,CCCCCCCC(=O)OCC,YYZUSRORWSJGET-UHFFFAOYSA-N
0,113611-67-9,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O,XDWWLWMXAUKGDZ-DZCXQCEKSA-N
0,5234-30-0,COc1ccc2[nH]c3ccc(C)cc3c2c1,GQGQTPKMCGBOKG-UHFFFAOYSA-N
0,51598-96-0,CS\C=C\CCN=C=S,RYSPJKHYSHFYEB-HWKANZROSA-N
0,468-76-8,[H+].[Cl-].CC1C2C(CC\C1=C/C(=O)OCCN(C)C)C3(C)CCC(O)C(C)(C)C3CC2=O,UQNFMXUHEOLGBU-ZUQRMPMESA-N
0,91108-32-6,COC(=O)[C@H]1[C@@H]2CCCN2C[C@]1(C)O,LADVYSUMGRTFSZ-XKSSXDPKSA-N
0,30113-37-2,[Cl-].COc1cc(cc(OC)c1O)c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O,YDIKCZBMBPOGFT-PWUSVEHZSA-N
0,897-06-3,CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=O,LUJVUUWNAPIQQI-UHFFFAOYSA-N
0,102358-20-3,CC12CCCC34C5CC6C(O)C7C3N(C1)C(CC57CC6=C)C24,OFFBWNPYRULKDB-UHFFFAOYSA-N
0,3564-54-3,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]34C[C@](C)(CC[C@@H]23)C=C4,GXMKKDDGINQVBE-LHDHZVESSA-N
0,58189-38-1,CO[C@@H]1C[C@H]2N3C[C@H](O)[C@]2([C@H]4O[C@@H]14)c5cc6OCOc6c(OC)c5C3,GKZWOVRDMISXTE-XVOQKHCOSA-N
0,69567-10-8,CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,AAKDPDFZMNYDLR-XZBKPIIZSA-N
0,24399-20-0,C[C@H]1[C@@H]2CC[C@](C)(O)C3=CCC(=C3[C@H]2OC1=O)C,BXBCLQRTBGRRDB-MJVIGCOGSA-N
0,145-13-1,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,ORNBQBCIOKFOEO-QGVNFLHTSA-N
0,106396-24-1,NC(N)=NCCCCNC(=O)C(Cc1ccc(O)cc1)NC(=O)C2OC2C(O)=O,IVRMXEFFYRZNCU-UHFFFAOYSA-N
0,303-45-7,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,QBKSWRVVCFFDOT-UHFFFAOYSA-N
0,23121-32-6,COc1cc(OC)c(C(C)=O)c(O)c1C,AAOFJKLTRKOQTQ-UHFFFAOYSA-N
0,1976-85-8,OC(=O)CCc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CC(O)=O)c(CCC(O)=O)c5CC(O)=O)c(CCC(O)=O)c4CC(O)=O)c(CC(O)=O)c3CCC(O)=O,HUHWZXWWOFSFKF-UHFFFAOYSA-N
0,67924-64-5,COc1cc(O)c2c(O)c3C(=O)C=C(C)Oc3c(c2c1)c4c(OC)cc5cc6OC(=CC(=O)c6c(O)c5c4OC)C,DVSATZLPJVYIRI-UHFFFAOYSA-N
